summary_nr,rel_insp_nr,age,sex,nature_of_inj,part_of_body,src_of_injury,event_type,evn_factor,hum_factor,occ_code,degree_of_inj,task_assigned,hazsub,const_op,const_op_cause,fat_cause,fall_distance,fall_ht,injury_line_nr,load_dt
220904163,341899425,0,,21,31,43,14,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220904346,341900561,0,,21,13,25,5,18,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220904429,341900983,0,,12,14,30,1,8,14,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220904924,341905743,0,,21,13,42,5,13,1,534,1,1,,24,24,18,,,1,2017-02-24 01:00:54.721979
220906234,341915569,0,,21,19,43,1,18,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220906283,341866184,0,,21,31,43,12,18,14,216,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220907000,341922912,0,,21,19,29,1,14,1,418,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220907877,341929057,0,,21,31,30,2,18,14,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220907992,341930147,0,,7,21,30,1,18,12,37,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220908024,341930378,0,,18,3,29,2,1,1,875,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220908214,341931871,0,,21,13,42,5,13,17,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220908271,341932432,0,,12,4,24,5,18,18,579,1,2,,15,,,,,1,2017-02-24 01:00:54.721979
220908339,341895795,0,,6,19,27,1,18,9,37,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220908370,341799559,0,,5,19,16,14,18,14,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220908412,341933521,0,,21,13,8,5,13,1,534,1,1,,24,,15,,,1,2017-02-24 01:00:54.721979
220908578,341934313,0,,21,19,43,5,18,14,575,1,1,,24,,15,,,1,2017-02-24 01:00:54.721979
220908651,341934354,0,,21,13,30,1,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220908834,341935567,0,,21,13,8,5,13,14,889,1,1,,9,43,15,,,1,2017-02-24 01:00:54.721979
220908875,341893444,0,,12,13,22,1,18,14,516,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220909097,341936813,0,,21,31,41,14,18,14,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220909253,341938132,0,,2,21,29,2,8,4,506,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220909295,341938520,0,,21,31,43,12,18,14,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220909329,341851632,0,,3,13,25,5,18,1,595,1,1,,43,,14,,,1,2017-02-24 01:00:54.721979
220909337,341939056,0,,3,4,26,2,8,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220909501,341940187,0,,3,31,43,5,18,14,484,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220909691,341931848,0,,2,5,43,2,18,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220909758,341942548,0,,21,4,43,5,18,14,519,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220909824,341942787,0,,6,13,43,1,6,1,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220910004,341814416,0,,21,31,43,12,18,14,216,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220910020,341943736,0,,21,13,43,1,14,20,567,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220910152,341944841,0,,3,5,24,2,2,14,544,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220910236,341945681,0,,10,11,15,13,18,14,579,1,1,,15,15,10,,,1,2017-02-24 01:00:54.721979
220910319,341941227,0,,2,19,29,1,1,1,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220910327,341946671,0,,21,4,43,1,18,14,844,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220910368,341946549,0,,21,31,,14,,,527,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220910483,341812188,0,,21,4,8,2,6,14,869,1,1,,67,,,,,1,2017-02-24 01:00:54.721979
220910566,341948271,0,,21,19,43,2,8,1,519,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220910608,341945236,0,,21,4,30,1,18,8,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220910632,341878387,0,,18,14,43,6,18,14,889,1,2,,70,70,30,,,1,2017-02-24 01:00:54.721979
220910715,341949576,0,,21,4,43,12,18,14,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220910731,341948891,0,,10,13,15,6,18,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220911119,341952216,0,,21,31,43,14,18,14,519,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220911218,341953388,0,,2,19,43,14,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220911382,341938512,0,,21,19,28,5,18,14,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220913669,341971828,0,,21,13,30,2,8,1,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220913826,341852010,0,,21,5,30,2,1,14,853,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220913883,341974509,0,,21,31,43,12,18,14,417,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220915052,341982197,0,,21,31,23,14,18,14,687,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220915102,341983963,0,,12,4,28,6,6,14,849,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220915193,341984706,0,,2,4,41,14,18,14,779,1,2,,45,45,,,,1,2017-02-24 01:00:54.721979
220915573,341988053,0,,21,13,28,1,8,1,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220915607,341988178,0,,21,13,26,1,18,1,517,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220915615,341987964,0,,21,5,26,1,18,1,479,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220915656,341988285,0,,21,5,27,2,8,14,779,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220915714,341989432,0,,1,10,5,2,8,14,,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220915722,341989556,0,,21,31,43,12,18,14,276,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220915862,341956613,0,,12,16,43,4,18,14,37,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220915920,341990968,0,,3,4,5,5,18,14,595,1,1,,43,,15,,,1,2017-02-24 01:00:54.721979
220916043,341992360,0,,2,4,29,1,18,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220916092,341993400,0,,3,4,42,5,8,6,889,1,2,,,,17,,,1,2017-02-24 01:00:54.721979
220916522,341996486,0,,6,13,42,5,8,6,8,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220916563,341996833,0,,2,4,26,1,6,18,779,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220916613,341996676,0,,21,19,41,14,11,1,869,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220916662,341997336,0,,12,13,43,5,18,17,595,1,2,,53,,20,,,1,2017-02-24 01:00:54.721979
220916860,341998631,0,,7,21,38,2,2,14,779,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220916993,341999399,0,,12,13,12,5,18,1,595,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220917041,341999647,0,,21,13,30,1,8,1,856,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220917132,342000080,0,,21,31,43,12,18,14,426,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220917181,342000189,0,,21,1,29,2,8,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220917207,342000528,0,,2,4,19,8,7,17,567,1,1,,43,,,,,1,2017-02-24 01:00:54.721979
220917207,342000528,0,,21,4,19,8,7,17,567,2,1,,43,,,,,2,2017-02-24 01:00:54.721979
220917223,342000577,0,,21,5,43,12,18,14,259,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220917256,342000882,0,,21,16,43,1,8,1,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220917264,342000957,0,,3,16,43,1,17,1,0,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220917405,342001898,0,,21,5,27,2,8,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220917413,342001906,0,,10,12,15,13,18,1,999,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220918270,342008455,0,,3,4,30,1,8,4,599,1,1,,70,,,,,1,2017-02-24 01:00:54.721979
220918320,342008836,0,,21,16,29,1,18,1,496,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220918619,342010980,0,,21,31,43,12,18,14,308,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220919757,341902948,0,,21,13,43,1,5,14,727,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220920425,341916195,0,,21,31,43,12,18,14,808,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220920771,341996643,0,,12,13,25,5,18,1,595,1,1,,43,43,14,,,1,2017-02-24 01:00:54.721979
220921308,342022506,0,,12,4,43,1,5,1,496,1,2,,70,70,26,,,1,2017-02-24 01:00:54.721979
220922751,341903995,0,,3,31,29,2,18,18,657,1,1,,,,28,,,1,2017-02-24 01:00:54.721979
220922926,341903110,0,,21,4,27,2,8,9,779,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220010763,330292335,0,,21,13,43,1,15,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220010961,330292871,0,,21,4,8,1,18,11,889,1,2,,5,,26,,,1,2017-02-24 01:00:54.721979
220011167,330295312,0,,21,9,2,1,5,13,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220019970,330293267,0,,1,22,27,2,8,1,889,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220020002,330628876,0,,3,13,12,5,17,1,869,1,1,,12,,16,,,1,2017-02-24 01:00:54.721979
220020010,330628785,0,,21,4,43,14,18,14,224,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220020176,330628298,0,,10,11,15,13,18,20,577,1,1,,,,12,,,1,2017-02-24 01:00:54.721979
220020176,330989286,0,,10,11,15,13,18,20,577,1,1,,,,12,,,1,2017-02-24 01:00:54.721979
220020267,330632035,0,,3,13,26,2,13,1,579,1,1,,15,,,,,1,2017-02-24 01:00:54.721979
220020283,330633108,0,,2,19,43,14,18,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220026868,330294638,0,,21,4,43,1,18,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220026876,330769365,0,,10,12,15,13,18,14,577,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220026918,330769951,0,,3,19,43,1,6,12,,1,1,,52,52,26,,,1,2017-02-24 01:00:54.721979
220027072,330770405,0,,21,2,26,2,1,11,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220027106,330771221,0,,10,4,15,13,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220027288,330772088,0,,12,13,24,1,6,4,506,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220027353,330773649,0,,21,5,43,12,18,14,889,1,1,,5,5,,,,1,2017-02-24 01:00:54.721979
220032155,330921313,0,,10,12,15,13,18,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220032585,330922980,0,,12,5,8,5,18,20,595,2,1,,43,43,15,,,1,2017-02-24 01:00:54.721979
220032593,330922634,0,,21,31,27,14,8,1,516,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220032619,330923434,0,,2,5,12,2,13,10,598,1,1,,10,11,3,,,1,2017-02-24 01:00:54.721979
220032643,330924457,0,,2,5,29,2,8,14,595,1,2,,43,43,,,,1,2017-02-24 01:00:54.721979
220032841,330924259,0,,21,13,5,5,13,14,597,1,1,,60,64,18,,,1,2017-02-24 01:00:54.721979
220032874,330925660,0,,10,4,15,13,18,9,585,1,1,,24,,11,,,1,2017-02-24 01:00:54.721979
220033674,330923418,0,,6,29,42,5,13,14,869,1,2,,66,9,20,,,1,2017-02-24 01:00:54.721979
220033690,330969239,0,,21,5,43,12,,14,599,1,1,,,,25,,,1,2017-02-24 01:00:54.721979
220033849,330968272,0,,15,4,23,14,11,14,,1,1,,,,23,,,1,2017-02-24 01:00:54.721979
220033898,330294547,0,,2,5,29,2,18,14,806,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220033914,330972654,0,,12,20,8,5,13,9,567,1,1,,14,14,15,,,1,2017-02-24 01:00:54.721979
220043335,331110726,0,,12,13,28,2,6,10,719,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220043343,331111112,0,,21,31,43,14,18,14,798,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220043723,331113100,0,,21,13,29,14,18,14,804,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220062921,331900886,0,,12,13,8,1,6,14,869,1,2,,5,5,3,,,1,2017-02-24 01:00:54.721979
220062939,331898635,0,,1,10,26,2,1,14,779,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220062962,331901884,0,,3,1,19,1,15,13,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220062970,331902239,0,,3,19,43,5,13,9,567,1,1,,43,14,15,,,1,2017-02-24 01:00:54.721979
220062970,331905851,0,,3,19,43,5,13,9,567,1,1,,43,14,15,,,1,2017-02-24 01:00:54.721979
220063143,331903351,0,,21,5,3,14,18,1,54,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220063150,331903922,0,,5,9,6,14,15,1,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220063150,331903922,0,,21,4,6,1,5,1,889,1,1,,,,,,,2,2017-02-24 01:00:54.721979
220063176,331901892,0,,12,1,8,5,13,11,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220063184,331904466,0,,12,5,26,1,8,14,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220063341,331905489,0,,21,4,30,1,1,1,576,1,1,,24,24,4,,,1,2017-02-24 01:00:54.721979
220063523,331902973,0,,,,,,,,,,2,,,,,,,1,2017-02-24 01:00:54.721979
220063754,331908228,0,,2,28,43,2,18,14,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220063770,331908426,0,,21,31,43,14,18,14,0,3,2,,,,,,,1,2017-02-24 01:00:54.721979
220063796,331908194,0,,7,19,27,2,8,20,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220063804,331909762,0,,6,13,27,6,18,1,17,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220063929,331911115,0,,7,13,42,5,13,4,614,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220063937,331911305,0,,21,13,29,2,13,1,57,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220063945,331911354,0,,21,13,27,4,8,11,843,1,1,,5,5,,,,1,2017-02-24 01:00:54.721979
220064323,331913111,0,,10,4,15,14,13,1,575,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220064331,331913095,0,,2,13,27,1,8,14,479,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220064364,331910109,0,,21,28,41,14,13,14,453,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220064380,331914127,0,,7,9,43,5,6,11,869,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220064380,331914127,0,,7,9,43,5,6,11,869,2,1,,,,,,,2,2017-02-24 01:00:54.721979
220064554,331915173,0,,21,31,43,14,18,14,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220064745,331917799,0,,2,28,9,8,7,14,845,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220088322,332425131,0,,7,13,43,1,6,15,599,2,1,,30,,26,,,1,2017-02-24 01:00:54.721979
220099725,332430552,0,,12,13,29,2,8,11,804,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220099923,332788520,0,,12,5,30,2,13,17,,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220100135,332789809,0,,12,19,29,1,18,20,694,1,1,,26,11,7,,,1,2017-02-24 01:00:54.721979
220100325,332791169,0,,21,4,43,5,18,1,889,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220101125,332793645,0,,6,13,28,6,8,11,599,1,1,,58,,26,,,1,2017-02-24 01:00:54.721979
220101521,332795947,0,,2,5,7,1,18,14,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220101729,332827955,0,,6,13,25,5,6,11,806,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220101729,332796051,0,,6,13,25,5,6,11,806,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220103121,332804780,0,,7,31,29,2,18,14,355,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220103329,332802693,0,,6,13,5,4,13,1,439,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220103527,332803980,0,,12,16,27,1,8,14,889,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220103725,332807155,0,,10,5,15,13,,18,575,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220103923,332808328,0,,3,19,42,5,13,20,,1,2,,24,,15,,,1,2017-02-24 01:00:54.721979
220104129,332808542,0,,21,4,43,14,18,14,405,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220104525,332812544,0,,2,4,43,2,13,1,77,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220104723,331910463,0,,1,10,26,2,1,17,779,3,1,,,,,,,1,2017-02-24 01:00:54.721979
220105324,332815554,0,,17,4,9,8,10,14,889,2,1,2460,,,,,,1,2017-02-24 01:00:54.721979
220105324,332815554,0,,17,4,9,8,10,14,889,2,1,1945,,,,,,2,2017-02-24 01:00:54.721979
220105324,332815554,0,,17,4,9,8,10,14,889,2,1,1945,,,,,,3,2017-02-24 01:00:54.721979
220105324,332815554,0,,17,4,9,8,10,14,889,2,1,2460,,,,,,4,2017-02-24 01:00:54.721979
220105324,332815554,0,,17,4,9,8,10,14,889,2,1,0220,,,,,,5,2017-02-24 01:00:54.721979
220105324,332815554,0,,17,4,9,8,10,14,889,2,1,0220,,,,,,6,2017-02-24 01:00:54.721979
220105324,332815554,0,,17,4,9,8,10,14,889,2,1,1945,,,,,,7,2017-02-24 01:00:54.721979
220105324,332815554,0,,17,4,9,8,10,14,889,2,1,2460,,,,,,8,2017-02-24 01:00:54.721979
220105324,332815554,0,,17,4,9,8,10,14,889,2,1,0220,,,,,,9,2017-02-24 01:00:54.721979
220105522,332815174,0,,21,13,5,5,13,17,567,1,1,,30,,,,,1,2017-02-24 01:00:54.721979
220106322,331912113,0,,3,13,30,1,5,14,856,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220106546,332808310,0,,12,13,26,5,6,1,599,1,1,,54,9,,,,1,2017-02-24 01:00:54.721979
220106553,332820919,0,,7,13,30,6,6,12,77,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220106728,332821362,0,,7,13,43,1,6,1,,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220106926,332821073,0,,2,5,26,2,1,14,755,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220107148,332820497,0,,21,4,29,1,18,1,523,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220107924,332814771,0,,10,12,15,13,13,1,575,1,1,,24,,10,,,1,2017-02-24 01:00:54.721979
220108922,332804459,0,,12,14,27,2,8,1,633,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220109730,332834118,0,,21,5,30,2,8,1,519,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220109920,331914390,0,,3,28,22,5,13,14,,2,1,,43,,16,,,1,2017-02-24 01:00:54.721979
220109953,332835016,0,,10,4,15,13,18,5,,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220110332,332836337,0,,12,4,27,1,8,10,567,1,2,,,,4,,,1,2017-02-24 01:00:54.721979
220110332,332836287,0,,12,4,27,1,8,10,567,1,2,,,,4,,,1,2017-02-24 01:00:54.721979
220110332,332836147,0,,12,4,27,1,8,10,567,1,2,,,,4,,,1,2017-02-24 01:00:54.721979
220110340,332835693,0,,12,2,8,6,,,869,2,1,,5,,,,,1,2017-02-24 01:00:54.721979
220110340,332835693,0,,12,19,8,6,6,14,869,1,1,,5,,,,,2,2017-02-24 01:00:54.721979
220110340,332835693,0,,7,2,8,6,18,14,869,2,1,,5,,,,,3,2017-02-24 01:00:54.721979
220110357,332835438,0,,2,28,41,1,5,6,567,1,1,,35,19,,,,1,2017-02-24 01:00:54.721979
220110720,331913772,0,,12,8,25,5,13,14,23,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220119523,332838747,0,,6,13,43,6,5,1,426,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220121354,333297950,0,,21,4,43,12,18,14,453,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220121958,333294452,0,,12,16,27,1,8,9,588,2,1,,12,12,4,,,1,2017-02-24 01:00:54.721979
220122972,333300853,0,,6,14,27,1,6,14,869,1,1,,19,,25,,,1,2017-02-24 01:00:54.721979
220123558,333306488,0,,21,13,43,1,6,11,785,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220123566,333294502,0,,5,12,23,14,18,14,878,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220123764,331914556,0,,6,13,25,5,8,6,576,1,2,,24,,14,,,1,2017-02-24 01:00:54.721979
220123764,331914556,0,,3,11,25,,8,6,575,2,2,,24,,14,,,2,2017-02-24 01:00:54.721979
220123772,333301638,0,,3,4,43,2,6,17,869,1,1,,70,43,3,,,1,2017-02-24 01:00:54.721979
220124150,331911511,0,,21,19,12,2,8,14,756,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220124952,333311629,0,,12,13,42,4,13,8,579,1,1,,15,,30,,,1,2017-02-24 01:00:54.721979
220125553,333291086,0,,1,10,26,2,1,14,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220146351,333856037,0,,10,4,15,13,18,20,889,1,2,,,,,,,1,2017-02-24 01:00:54.721979
220146559,333860229,0,,6,13,42,5,13,14,614,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220146955,333865228,0,,12,12,26,2,18,14,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220147151,333880821,0,,7,13,43,1,6,1,869,1,2,,12,12,26,,,1,2017-02-24 01:00:54.721979
220147953,333325488,0,,1,2,30,2,2,1,77,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220148555,333302297,0,,1,12,26,2,1,17,779,2,1,,,,,,,1,2017-02-24 01:00:54.721979
220149157,333902278,0,,21,5,30,2,13,8,479,1,1,,,,,,,1,2017-02-24 01:00:54.721979
220150155,331906891,0,,12,14,27,1,8,9,889,2,2,,,,,,,1,2017-02-24 01:00:54.721979
220150551,333959427,0,,6,4,42,5,18,20,595,1,1,,43,70,15,,,1,2017-02-24 01:00:54.721979
